DISTRICT,XBLOCK,YBLOCK
5,399869,139746
1,400846,134715
6,404419,136961
6,405031,136877
4,397242,140823
2,394193,137770
2,394539,143680
5,398683,138222
3,396920,138793
3,397609,137976
6,404579,137347
3,397172,138470
3,398099,138387
6,405229,135992
3,397174,140033
6,403253,132010
3,397832,138854
5,401193,139648
4,399071,143865
5,401560,137150
1,399075,134190
4,397868,142433
6,406452,136590
5,401978,140078
5,399627,138633
3,398426,138304
1,400735,136989
3,397953,140415
1,399352,134192
4,398781,144448
7,400789,132721
3,396646,138542
1,399489,137372
4,397338,141908
7,400312,132107
4,397576,143086
5,402062,137282
2,393854,140993
1,397833,136884
3,398358,137782
5,400616,137337
4,397522,146343
3,397116,138634
2,393567,143855
2,395499,139592
7,399228,128424
3,398141.18,137505.14
2,392607,143559
1,399272,136594
1,397700,136611
6,403516,133455
3,397431,138854
1,399886,134826
3,397162,140182
4,395893,141011
1,398008,136535
3,398058,139487
3,398358,137576
4,398255,140798
4,397628,140648
2,397155.47,137185.86
7,400331,129143
1,399823,136697
5,399215,138016
6,406362,134947
1,398809,134827
5,403459,140142
1,399622,134352
5,402288,139218
5,401553,138614
7,401004,131818
3,397229,138854
6,403685,135593
1,399996,136928
3,397961,139579
3,397329,138634
2,395709,137490
5,401616,137261
3,396686,139736
3,396774,138634
6,403516,133455
5,401911,140690
6,406235,136498
1,399213,137056
7,400588,129470
3,397281,140197
3,396441,138884
7,401761,131038
7,400319,130177
3,396838,140472
6,404541,136535
1,399622,134352
4,397422,140838
1,400383,134987
3,397609,137976
7,401334,132389
3,397655,137916
6,405566,137941
5,401942,137390
4,396294,140601
1,400233,136784
2,397154,136719
4,397641,142485
3,397529,139979
7,400937,133147
6,403710,135176
2,393423,142979
2,395771,138640
6,406333,137645
2,393117,142902
7,402057,130397
5,402007,136927
5,401283,139457
3,397162,140182
7,401326,131794
4,397265,144563
7,402462,130962
6,406827,136094
4,397270,141967
7,402659,131024
6,406525,136331
3,396662,138429
4,397265,144484
1,400846,135070
1,400686,134987
2,396029,137018
7,402057,130397
2,394778,137665
1,401669,134771
7,400135,128579
3,398099,137299
2,390546,140878
3,398099,138551
7,399179,129310
1,399029,136400
2,395955,138264
5,401165,138586
3,397277,137638
2,396504,137376
7,399874,128589
2,397171,137408
3,396835,139458
1,400331,134906
7,401606,132657
1,400232,135255
4,397577,143785
2,393985,138574
5,398698,138541
5,401521,136902
7,400172,130453
2,393854,144112
6,403320,133558
3,397430,137783
4,397162,141494
3,397782,139614
2,397154,136719
5,401701,136862
3,398508,137407
6,403253,132010
1,401337,135898
5,401755,138659
1,398596,136988
7,400712,132733
6,405836,136773
3,396418,139305
1,398469,134448
4,397868,141140
3,397655,138713
3,397655,138713
2,395764,136921
6,406835,136726
2,396292,138141
1,397328,136611
5,401390,138400
3,396275,138884
2,396523,138059
3,398054,138304
5,399887,139626
7,401407,131005
2,395438,138846
7,400863,132294
3,398154,139534
5,401482,137579
6,404459,136336
4,398735,145069
6,405917,135293
3,397004,138674
3,397719,140159
1,400686,136609
6,406076,135034
4,397162,141258
7,401296,132264
3,397423,140440
5,400387,137463
2,394548,137621
6,404286,136986
2,395653,137282
2,394449,137479
1,399078,136928
2,396108,138527
6,406200,136724
7,400135,128579
7,400660,129046
1,399855,137319
6,406848,135451
4,396994,143981
5,400494,139745
5,400937,139620
1,399421,134605
7,401601,130970
7,400218,130020
7,399117,128601
3,397302,139967
6,404541,136535
5,400840,139142
7,402901,131166
4,397162,140763
1,397965,136733
1,400589,135069
6,405108,137974
2,394962,137339
7,399843,130413
3,398397,138602
1,399886,134826
7,400183,131022
5,399877,138386
7,399218,128170
4,397310,143264
6,405591,134984
2,396217,138008
2,393534,143496
5,399950,139566
1,397921,135525
2,394824,137485
3,396686,139736
3,398315,138743
4,398233,141331
2,395341,139940
3,397044,139950
4,397671,142203
1,399622,134352
7,399865,130809
3,398485,138469
1,398186,137001
7,399819,128990
2,396546,137533
5,398773,139034
3,397966,138877
5,402529,140300
1,400489,135354
1,400735,137228
1,398597,137252
1,400406,136019
5,403023,138808
3,398358,137576
5,398880,137708
7,400279,132204
5,398695,137577
1,399076,133996
3,396124,139435
5,400541,139301
3,398010,138551
1,398273,136801
1,401418,136504
2,397227,136665
4,397382,142095
5,402093,136772
1,399886,137184
1,397654,136665
6,404600,136168
2,396217.89,138008.23
6,405719,136413
4,397904,140846
4,397749,143732
1,398413,137185
5,401872,136822
6,402932,134211
5,401652,137333
4,398951,141775
6,405327,135921
5,402183,136751
3,397886,139847
3,397116,138388
2,396384,137579
2,397228,137931
2,395076,140525
2,393564,139120
3,398397,139049
3,398009,139049
1,400638,137118
7,400591,132715
5,401978,140078
2,397155.47,137185.86
1,397328,137053
2,396830,137253
6,404880,133290
7,401535,131621
4,396692,141377
3,397281,140197
3,397116,138552
3,398273,137620
3,396508,139534
1,400233,135528
4,398970,142714
2,396522,137709
2,396661,137923
2,396307.07,137186.46
7,400959,133208
5,401182,138011
3,398358,138519
5,401996,136793
2,393322,141920
6,402603,133930
3,396917,138140
3,397892,139792
3,396326,139306
3,396986,140220
2,395682,138663
4,397678,144246
5,398886,139033
1,398596,137118
3,398314,140449
7,401089,129507
2,396230,137427
6,407192,136592
6,404459,136336
7,402596,132669
5,401513,139895
6,405593,134807
1,397654,136801
5,398945,138345
5,402736,139982
4,400383,141346
5,401550,137312
6,404085,137618
3,396614,139560
6,402692,133433
7,401391,132595
5,399350,137708
4,398356,143711
2,393106,142539
2,395330,144529
2,396046,138387
5,400832,139676
5,401508,137047
4,398220,143584
2,395708,136984
4,397516,144261
4,396999,140521
3,397228,138511
4,401000,141872
4,398109,141981
7,401878,131928
1,400686,134987
1,400686,136018
1,397745,136664
4,396635,141967
4,396931,142779
5,400041,138778
4,397694,143150
2,394256,142040
6,404569,136275
4,397704,145832
4,396276,140799
3,398099,138551
5,400594,139371
6,406057,137291
4,397264,143590
1,399886,135436
4,399361,142717
3,397832.86,137665.54
3,398010,138551
2,395709,137490
1,398315,136884
2,395002,139647
1,398469,134448
5,399489,137576
7,401647,131486
7,399950,128916
5,400541,139301
3,398099,137783
4,398437,144050
1,398358,137251
2,393319,140303
2,397081,136849
3,398232,138469
5,399695,137774
3,397965,138214
5,402399,136856
5,402835,139007
1,398187,137264
2,395506,136689
5,399075,138915
5,401053,138068
3,396773,138715
7,401391,132595
3,397921,138712
4,398818,142447
2,393765,139410
2,396292,138141
2,393397,144229
1,399078,136928
3,396170,139140
3,398049,140379
2,395858,137094
1,400331,135588
1,399822,134656
4,397577,143785
5,402413,140394
6,406004,134756
2,395423,138083
2,394459,141888
5,404102.67,139117.85
1,397700,136885
4,398839,144673
1,400790,135527
5,399269,138345
4,397978,144446
3,396326,139604
2,394553,137415
1,398469,134448
5,399555,138003
1,398186,137185
7,400009,128664
2,394962,137339
4,397577,143785
5,400924,137563
3,398274,138411
2,393867,138621
5,400263,139949
5,400965,138212
7,401721,133117
4,397577,143785
3,397162,140182
3,397083,140096
4,397612,144311
2,396167.9,137186.59
3,397318,139543
2,396230,137120
3,397172,138470
3,396721,139212
5,401449,137734
1,399272,136594
6,404253,136093
1,397654,136665
1,399272,136594
1,401480,135528
1,397964,136327
1,397920,136540
3,397700,138792
6,406505,135193
1,400232,135255
6,405549,135382
4,397532,144797
6,404691,137003
7,401535,131621
5,403053,140739
7,399608,129469
6,405344,137072
2,396479,136817
3,397874,139955
2,396697,137650
6,403008,134259
2,395317,139759
6,403920,136277
1,398640,137185
4,397233,141847
4,396383,146859
6,405500,136675
4,397426,142843
2,396230,137427
6,405483,135909
4,399852,143321
1,398098,136808
4,397426,143323
5,400878,137259
7,399907,130559
6,402904,132006
2,395861,137857
3,396942,139389
7,401163,131945
2,396168,137533
7,400354,131430
3,397782,139614
6,407489,136207
2,397082,137119
1,400384,135773
5,400212,137949
4,397804,140992
3,396386,138511
3,397313,139653
1,397228,136778
7,399855,131051
7,399523,130103
5,399081,139388
1,398469,134448
3,397921,138345
7,399027,129191
2,396029.6,137186.52
7,400478,132509
6,406058,137707
4,399834,143623
3,397172,138305
5,400511,138028
5,399080,138633
2,393476,139814
3,397328,139157
1,398330,136081
1,398098,134462
2,396661,138099
1,401859,136018
2,396559,137255
1,398508,137407
2,396831.57,137702.42
2,395764,136921
2,395175,140861
3,397497,137709
3,397330,138792
7,401535,131621
6,404284,136147
6,407311,135771
1,401347,136871
6,403516,133455
4,397426,143205
3,398597,137664
3,396417,139719
1,397833,136884
3,397229,138753
3,397330,138792
3,397328,139157
6,405127,137046
5,399887,139626
3,396929,139687
7,401535,131621
3,397920,137620
7,400779,132981
2,394450,137863
3,398144,140137
3,397829,137265
4,397904,140846
1,400384,135648
6,404441,135894
2,397115,137977
1,398680,134351
1,400686,135019
1,400846,135214
2,396660,137483
1,398186,137185
2,393830,138469
1,398476,133854
1,399272,136594
6,401605,133515
3,397430,138181
5,398946,138854
1,401897,135445
3,398099,138206
3,397917,137450
3,397921,137783
6,404569,136275
1,401147,134664
6,407656,136279
2,396372,137666
6,404978,135951
4,397719,144936
3,398006,139949
6,406673,136234
3,396537,138223
4,398891,142487
6,406148,137707
6,404228,136873
3,398101,138793
2,395131,143399
1,400930,135440
3,397162,140182
4,398560,142378
6,401542,133586
5,401728,138813
1,397497,136718
1,401668,135475
6,404692,136093
1,399213.66,137478.75
7,400619,130680
5,400134,139685
5,401792,141464
4,397424,141730
5,400840,139142
4,398598,144310
5,398814,138139
6,406775,136516
3,397424,139320
5,402512,140407
1,397227,136991
4,396837,140214
6,405387,136802
6,404600,136168
2,392483,141465
3,397496,139395
2,397115,137977
3,398252,140405
4,396635,142068
3,396833,138511
2,393177,143911
1,398682,135190
2,392607,143559
4,397708,145658
5,398885,139151
3,398555,138675
4,396911,142545
4,400166,141881
3,397216,137538
6,404402,132787
6,407083,136726
3,397731,140050
1,400489,136326
4,400023,142398
6,404586,132898
1,398358,136942
4,397424,141967
4,398729,143189
7,400957,132755
6,405717,136799
5,401872,141994
5,401726,140121
6,405127,136802
6,403251,134270
2,394081,142422
4,400218,142805
5,402405,136473
3,397855,140120
1,400383,134294
7,401649,133032
1,401257,136696
7,401901,133068
6,405297,138333
6,402965,132500
2,396384,137427
6,404027,132696
3,396541,138919
7,400588,129470
2,397227,136665
4,397904,140846
2,394611,137662
4,396289,140499
2,396830,137253
5,401978,140078
7,402394,132517
5,403302,140381
1,400489,137052
7,401605,133271
1,398746,137184
7,401601,130970
1,399622,134352
6,404097,135250
3,398099,138387
2,392524,139805
1,400790,136582
4,399673,143621
2,394335,142159
6,407132,136373
1,399995,134294
4,398739,142585
1,399272,136594
3,397104,139097
2,393427,141962
2,393159,139530
5,399555,138003
5,398614,138431
1,401135,135773
4,397654,144888
3,397174,140033
6,405195,133508
5,401645,136614
7,400133,130948
3,397430,138552
6,405836,136773
6,404004,135088
2,395654,137600
7,402255,132513
6,406366,136099
3,397921,137916
3,398099,138387
4,396942,140983
7,400346,132064
3,398232,138469
2,395499,139592
6,403748,135528
6,407313,135570
6,404167,135943
4,400444,141280
5,401872,141994
1,397609,136611
6,405967,137071
1,401147,134664
5,399824,138591
3,397768,138713
7,401803,130825
6,403638.94,135772.42
1,398374,135355
7,401280,133168
4,398130,143404
4,401039,142867
6,406114,135259
3,397228,138099
2,395708,136984
5,401310,137764
2,395007,137489
4,398905,143187
3,396490,138470
3,398477,137621
1,400041,134352
6,405443,135696
3,397162,140182
5,399350,137708
2,393788,143603
7,401470,132974
2,395159,137715
4,396676,139920
3,397832,139565
4,397868,141140
5,402515,139745
1,399949,134556
3,396219,139652
4,397424,141730
7,402001,133010
1,398374,135355
1,401605,136018
7,399950,128916
5,402258,139078
1,397430,136664
3,397655,138713
4,397424,141376
4,398195,141806
1,397920,136943
5,401106,138047
5,401109,137928
5,400643,138931
7,400863,132294
2,397227,136665
6,401965,133728
5,401740,137077
2,392607,143559
3,397430,137381
2,393645,140765
1,398597,137252
6,404088,135603
6,405337,136168
1,398943,133729
7,401745,133378
4,397696,145403
5,400139,137702
4,396962,140798
7,401821,133230
1,401135,136927
7,401601,130970
1,400332,137356
7,401601,130970
2,393985,137370
4,397868,141140
4,397904,140846
3,398273,138058
7,401851,131339
7,401725,130864
2,396372,137666
3,396326,139306
3,396275,139402
2,395251,137269
1,399592,134459
3,397424,140255
4,397603,144181
5,401211,138483
7,401647,131486
4,396294,140699
2,396917,137871
1,398186,137185
3,398583,139071
3,396891,139999
1,398185,136610
3,396934,139582
1,398469,134448
3,397309,139763
4,398728,139835
2,396385,137809
6,405486.6601,136549.4518
3,397965,138634
2,395597,137490
6,405927,137644
1,399996,137184
5,402183,136751
5,401668,139566
2,397216.27,137538.44
6,405289,134417
7,399156,128511
6,407163,135613
6,404600,136168
2,396524,138141
5,399215.87,138751.2
3,397431,138854
2,394192,137880
6,402603,133930
2,395524,138635
7,400673,129511
5,400541,139301
1,398746,137184
6,404166,136422
7,399950,128916
5,402238,141098
4,397936,142614
3,397920,137620
5,401521,136902
4,398143,140666
5,402239,139447
3,395984,138616
2,395188,140277
2,395102,137853
1,398373,134292
1,397832,137001
1,400790,135354
7,402911,131429
5,403153,139839
4,397426,143205
4,398441,145188
7,401741,132961
4,397868,141140
6,406616,136345
1,398185,135418
5,401165,138586
3,397702,139881
1,397831,137185
4,398144,145006
3,397722,139551
5,400121,137998
3,398596,137576
4,398624,142641
3,398010,137782
6,404455,137101
4,397103,144445
1,399564,134557
1,401138,134783
1,399760,135503
1,401035,134835
2,393039,142375
1,398273,136543
3,397228,138511
3,398024,139787
5,402121,140166
5,401822,136243
2,394622,137482
1,399211,133997
2,395708,136984
6,403949,135293
7,400086,130809
7,400130,128889
4,399878,143983
5,402835,139007
1,401418,136255
3,397430,138552
1,398469,134448
2,397179,137320
4,397868,141140
1,400134,134762
4,397868,141140
5,399689,137844
6,405327,135921
5,401305,138586
1,398477,137319
6,403803,136496
5,399074,138550
5,401872,136822
6,405327,135921
1,399949,134459
3,397700,138792
3,396558,139123
5,401840,136678
7,401761,131038
1,398989,136542
5,398945,138195
1,397700,136885
6,406471,137425
3,396470,139870
4,396114,140562
7,401647,131486
7,401146,130808
2,396385,138017
1,398273,137243
1,401257,135070
2,395052,137535
5,399994,139481
1,399564,134294
5,401560,137150
4,396478,140699
5,401728,138813
7,401251,132444
1,398272,137126
4,396888,142664
4,396538,140607
3,397921,138712
3,398319,139150
1,401897,135647
6,405769,136332
5,401740,137077
4,396839,140664
1,400928,135279
1,399213,133731
6,405443,135696
6,403446,135264
2,394283,142275
7,401407,131005
2,397171,137408
6,402435,133902
1,401066,136192
2,396744.98,137186.27
3,397301,137919
4,397902,144148
3,397162,140314
1,399078,136928
3,397228,138674
5,400383,140498
5,398683,138348
3,398274,138411
3,397539,139763
7,400393,132326
4,398392,142453
1,399078,136928
4,397904,140846
5,402589,139688
1,399211,133853
6,405998,136419
2,396232,138182
4,397769,143093
3,396455,139555
5,399074,137856
1,398597,137252
6,403784,135262
6,405224,137221
3,397329,138634
4,397904,140846
6,406348,135451
5,400988,137462
1,399823,136400
6,405823,134392
6,401207,133446
3,397174,140033
6,405786,134897
7,402727,131992
5,401110,139352
7,402451,132622
3,397431,138975
7,399659,128340
2,393784,140752
1,398358,137251
3,398385,138705
6,402603,133930
2,396456,137483
6,405649,136393
1,399272,136594
1,398764,134508
4,397971,142675
5,402216,139352
1,398747,134091
2,394049,141194
2,393590,143681
5,401208,137865
1,399351,137425
3,398010,138186
3,397496,139543
7,400781,132663
4,397242,140587
2,395953,136921
3,398594,138960
6,406832,137145
5,399888,138633
3,397612,139543
4,399714,143129
1,398747,134091
1,397700,136611
5,401616,137261
1,398477,137319
5,399627,138633
1,399953,134056
3,396231,139315
4,396974,143383
6,404459,136336
5,401872,141994
4,397424,141730
5,402188,137529
6,405557,135624
2,396309,138223
3,396614,139560
5,402333,138743
6,403102,132317
3,396266,139088
6,404253,136093
5,399135,137781
6,403726,132918
5,400360,139621
4,398598,144449
7,400211,132550
3,396455,139555
2,392580,142981
4,398437,145125
1,399210.55,134299.54
6,406139,137111
4,398130,143404
5,399640,139764
2,396163,137783
5,401319,138348
2,393928,138956
4,399495,144177
3,397832,137532
2,392689,140330
1,399078,136928
7,399400,129896
6,404186,136126
4,396943,144569
3,397965,138140
3,397874,139955
2,397115,137709
4,399089,144764
2,396217,138008
6,404705,133118
2,394341,140445
1,399272,136594
1,400638,134906
4,397162,140976
3,397877,137857
6,403859,135396
4,396976,144756
1,399213.66,137478.75
5,400840,139142
4,397422,140620
1,401897,135000
6,406010,136578
6,405846,134296
3,397281,140197
1,398413,137185
2,394194,137472
1,401147,134664
5,399689,137844
3,397430,137621
4,397577,143785
1,400042,136287
1,400437,136541
3,396774,138634
4,397821,144524
2,393843,137761
6,405964,134419
3,398116,139949
6,405386,136981
1,401215,136018
2,396029,137018
6,404459,136336
6,406148,137299
6,404579,137347
2,393567,143855
3,397209,139586
1,398868,136802
6,406068,134432
4,397769,144596
2,396546,137533
2,396746,137976
2,396171,137945
3,397609,138634
5,401625,137849
6,405177,133733
5,401996,136793
6,404308,136189
3,398055,138877
5,399695,137774
3,396326,139306
1,397964,137002
4,397161,140549
3,396749,138996
1,397497,137320
4,397854,141793
1,397964,137002
7,401930,130945
1,399078,136928
6,405306,135694
7,399950,130181
5,402062,137062
2,396744.98,137186.27
5,401783,137594
2,392890,143294
3,397162,140182
4,400742,141663
4,397163,142085
4,397830,144936
4,397422,140838
3,396986,140220
2,396312,137622
7,401637,129905
3,396721,139212
2,394463,137934
6,405602,135224
4,397685,141789
3,398186,137531
2,396167.9,137186.59
3,397423,139469
4,397327,143973
7,400042,130256
2,394085,143798
2,394459,141888
1,400734,136259
2,394472,137809
3,396561,139643
1,400232,135255
3,397921,137783
3,397374,140361
2,394885,144112
1,398185,136610
2,395483,137977
1,400234,136092
3,397229,138975
2,393930,143053
2,394611,137662
7,401606,132657
3,397917,137450
2,396385,137809
7,402044,130974
1,400436,135043
7,399488,129213
7,400251,128889
4,398336,140760
1,398834,137094
3,397476,140522
1,400930,134891
5,402530,136674
1,397921,136842
6,404402,132787
4,397633,144615
6,402073,133900
6,406683,137294
3,398583,139071
1,398747,134091
3,397829,137265
7,401264,130300
2,394345,137523
6,404402,132787
4,397088,140956
3,396326,139306
1,401014,136958
1,397834,136610
1,399489,133849
2,394626,137194
3,396525,138634
2,394194,137472
4,398220,143584
1,399009,133903
5,398749,137622
3,397329,138713
2,396745,137533
2,396745,137533
2,396307,137533
5,402413,140636
6,404459,136336
2,396312,138086
6,405327,135921
1,399213,137251
5,400840,139142
7,403121,131703
5,402835,139007
5,399323,138138
4,397161,140414
5,402071,138561
6,405230,137855
4,400597,142957
3,397281,140197
6,406531,135343
2,394548,137621
2,396307,137321
3,397056,139838
1,401745,135773
3,397162,140182
1,397329,136718
2,395317,139759
4,397825,144115
5,398944,137654
2,396384,137579
1,398469,134448
5,398778,138915
6,402692,133701
2,396029.6,137186.52
2,393097,142794
5,399489,137576
5,402544,140142
1,400790,136927
4,398437,144181
2,396547,137583
1,399533,134508
5,400384,140059
2,394604,144112
1,400331,135045
4,398016,144667
7,398427,127432
2,394020,142690
2,394864,143680
1,397609,136611
2,396307,137533
3,397044,139950
6,406714,135655
4,397868,141140
3,396731,139353
7,399226,127956
3,397162,140182
4,397647,145562
6,401207,133236
3,397826,138634
7,400042,130256
4,397577,143785
4,400531,143344
5,401740,137077
6,406101,135185
5,399489,137576
6,406775,136516
3,396525,138634
2,396217.89,138008.23
1,398315,136884
2,395618,138388
7,402258,132857
4,397589,142968
3,397826,138634
1,399114,133658
3,396925,139772
7,400040,129046
6,401542,133586
3,398203,140362
4,397847,141258
7,401601,130970
7,399874,128589
4,397293,141199
1,401136,134409
1,400790,137184
3,397700,138792
7,402184,130991
1,402061,135138
5,402219,138565
7,400865,130192
1,397497,136959
4,398517,143648
4,397577,143785
5,400494,139745
3,397624,140038
4,397973,141619
1,397564,136801
3,396749,138996
6,402965,132500
6,406553,135770
4,397553,143323
5,401978,140078
1,401215,136018
5,401897,136243
3,397832,139565
3,397476,140522
3,397921,138058
3,397920,137620
7,399411,129279
3,397920,137620
2,395861,137976
2,395188,140277
1,399272,136594
7,399075,128801
1,401014,137086
5,399081,139270
2,394449,137479
4,397519,141317
1,401135,136541
6,406804,137068
2,395709,137490
1,399029,136400
7,400211,132550
2,392813,142326
2,394694,137385
1,399078,136928
3,397654,137450
4,398366,143174
1,401605,135773
1,397829,137265
5,402039,141895
6,406127,135335
5,401182,138011
5,402238,136335
6,404085,135978
3,397965,138634
5,402240,137276
5,401311,139258
3,398508,137407
7,399848,128205
3,397329,138713
5,400735,139964
1,397700,136999
1,397497,136718
1,401897,135367
4,397231,144037
1,399351,137425
1,401092,136018
2,394622,137482
6,404600,136168
2,395767,138059
1,398185,135418
2,395666,137244
5,402267,136410
2,396233,138264
5,399080,137975
3,398316,138304
1,400089,137531
2,396217,138008
5,401418,136255
5,402981,139659
7,401264,130300
6,404069,135872
6,405084,135772
3,397831,137367
5,402183,136751
5,401872,141994
2,396343,137976
3,397863,138792
6,406673,136234
1,397497,137053
3,397229,138975
2,396915.49,137186.09
2,397002,138017
3,397430,138552
4,397293,141553
4,397804,140992
7,403074,131528
3,398358,137916
3,398044,140473
2,397115,137836
5,402413,140860
3,397497,138634
6,406392,136190
2,394650,141697
1,400489,135354
1,399210.55,134299.54
5,400383,140498
6,404806,136726
7,400040,129143
1,401135,136927
1,398815,136650
2,394459,141888
4,397708,145658
4,400309,142325
4,397932,140605
6,406579,137191
7,400251,128889
2,394824,137485
2,397155.47,137185.86
7,400891.3397,131932.5347
1,400330,135430
2,396108,138387
1,400332,136990
4,396839,140889
3,396326,139306
5,401783,140306
3,397003,138387
6,407011,135339
7,401141,130653
5,401565,140567
5,400212,137949
1,398053,136327
1,398273,134557
7,399910,131120
1,401506,134591
5,402709,140283
1,398333,135475
5,401311,139258
5,400541,139301
3,397431,138854
7,401004,131818
4,397902,144485
2,393532,141647
3,398099,137916
6,405927,137780
2,392360,143449
2,397000,137253
2,395955,137820
3,396326,139306
4,400284,143545
2,395894,138552
7,402985,131495
1,399695,136105
2,393194,142322
1,398576,134292
6,405127,136437
7,400660,129046
3,397465,139035
2,396659,137377
6,406010,136578
1,400589,134987
7,400611,129841
2,395329,146163
3,396250,139796
7,399523,130103
6,404600,136168
1,401337,134507
5,401165,138586
1,400638,134715
2,395618,138388
3,397843,140228
1,400846,134715
7,402411,131808
1,400232,135255
6,406185,135681
2,394737,137483
1,400233,135159
4,397664,145007
6,402676,133892
2,396387,138674
1,398273,134400
3,396747,138305
3,397505,138305
1,400846,134715
6,404541,136535
5,400643,138931
5,401901,137250
3,396731,139353
4,396942,140983
5,399432,138333
1,397328,136474
1,399421,134605
5,400594,139371
1,397497,136959
4,397830,145320
6,404600,136168
1,397654,136665
4,397804,140992
4,399409,142466
4,397071,140817
6,406466,134968
2,393039,142375
4,399977,143174
4,397910,143336
7,401407,131005
5,401267,138053
3,397497,137413
4,397025,140710
6,403519,135791
1,398730,137462
6,405848,135501
4,398036,140835
4,397749,143732
5,400818,139909
1,399490,134352
2,396310,138389
3,397920,137620
3,397802,139380
3,397564,138552
1,399078,136928
2,396386,138429
6,403663,135044
2,392740,143404
3,396525,138634
5,400754,141106
5,402490,137468
4,397840,141080
6,401668,133587
3,397655,139302
7,401535,131621
1,398186,137185
6,405468,138194
2,395459,137490
1,398187,137264
3,397892,139792
5,399192,137711
3,396919,138634
3,397855,140120
7,400695,129114
5,403189,139771
1,400233,136609
5,401165,138586
4,399414,142079
2,394611,137662
1,400233,136400
6,404182,135422
1,398319,136303
2,396745,137321
6,404296,133162
5,403023,138808
7,402911,131429
1,402062,136090
6,402366,133849
4,398672,144115
4,399495,144177
6,406242,137580
2,393952,140935
6,406367,135771
1,398682,135190
3,397083,140096
4,397264,143028
3,396715,139701
2,394626,137194
6,405054,134472
7,401479.6027,131441.9741
4,398220,144374
1,397834,136610
1,400436,135043
1,398099,136943
3,398054,138634
4,397162,141376
5,403767,139839
1,398186,137185
3,397829,137265
7,400823,132183
7,401848,131254
1,399075,134351
4,397623,144463
1,400233,136927
2,392909,137768
1,399996,136928
1,400435,134906
5,401437,140339
3,397241,140302
2,396412,137579
1,400359,135189
2,396107,138086
7,401605,133271
7,400823,132183
4,397264,142664
4,398793,140371
5,404102.67,139117.85
4,397562,142025
7,399758,129241
6,406468,136130
7,401448,133130
2,394459,141888
4,396630,140453
6,403638.94,135772.42
6,404600,136168
2,396385,137809
7,401004,131818
3,397424,139923
2,396456,137483
3,398006,137232
6,407040,136008
3,398009,139049
1,399490,134352
7,402411,131808
5,400922,139857
5,401728,138813
5,399612,137531
5,400761,140829
3,396370,139140
7,400350,128897
3,397497,138792
6,404451,136157
6,404600,136168
5,400413,139727
5,401188,137026
3,397830,140337
7,401854,131473
3,398006,137232
1,398185,134605
7,401400,130805
3,397228,138511
6,405846,134296
4,398068,141087
7,400444,132718
1,400383,134987
4,397577,143785
4,397937,140559
7,399228,128424
3,396834,138973
2,396832,137923
7,402670,131549
1,400846,134967
6,404451,136157
4,396760,143487
7,399444,128536
5,402141,136522
7,401907,132082
4,397422,140620
1,398532,137185
6,405836,136773
3,397564,138552
4,397729,140733
1,397833,136476
1,399490,134352
7,402379,132035
1,401135,136927
7,401663,132707
6,404167,135943
2,396217.89,138008.23
3,397500,139117
4,397963,145837
2,396661,137828
4,397912,140776
7,402451,132622
1,400135,136856
7,400591,132715
1,399995,134294
6,404579,137347
4,396839,140889
7,399847,129648
6,403268,134043
6,403268,134043
2,394449,137479
2,396309,138223
6,406402,135566
3,397329,138634
6,401938,133934
6,404308,136849
3,397162,140182
2,396504,137376
5,401258,137689
1,398098,137070
4,397264,143590
4,398475,142634
2,396522,137709
1,398358,136942
3,396378,139491
5,400541,139301
7,400691,130446
5,399081,139270
7,399581,129706
6,404541,136535
2,396479,136817
6,402783,134115
6,406139,136306
6,406394,137504
2,394514,137708
5,400999,139413
3,397564,138552
1,397921,135525
1,398099,136943
2,392689,140330
1,399272,136594
4,398157,142362
7,402030,130847
6,404553,135353
2,396307,137321
5,398847,138712
3,397746,137620
3,397068,140306
2,393070,142276
7,400042,130002
5,398825,139092
3,397330,139246
7,401146,130808
3,397863,138792
3,397900,138911
3,395984,138616
2,397228,137931
7,399688,128741
2,395460,137710
1,399421,134605
7,401712,132801
3,397423,140440
6,404182,135422
4,397162,141848
6,405281,133640
3,397496,139395
5,402007,137002
5,402779,140395
3,397904,139683
5,401551,140786
2,397081,136849
3,398049,140379
6,404799,137422
4,398165,144310
3,397497,138634
4,397424,141139
3,397722,139551
1,400233,136927
1,399078,136928
5,402589,140745
1,399213,137251
1,400735,136855
3,396774,138634
3,397330,138792
7,401169,129438
5,402326,138387
5,402239,139685
2,395708,136984
1,399650,134411
1,399213,133731
1,399213,133731
7,399449,128165
6,406272,136442
4,399473,140732
6,402647,133657
1,400638,136400
4,397603,142843
1,399996,136247
1,397429,136542
1,398476,134192
3,398570,139182
1,400589,136192
5,399080,138057
1,399043,134090
2,393741,144269
4,397616,142721
1,401897,135000
4,396478,140699
5,401276,138113
2,395499,139592
5,402769,139567
1,401338,136696
2,395081,140795
2,393992,138369
6,403341,132223
2,395768,138246
3,398101,138793
5,399878,137742
6,403516,133455
2,394592,137753
1,399995,134294
3,396378,139491
7,400393,132326
1,400232,135255
3,397174,140033
6,405964,134419
2,394626,137194
5,402399,136856
3,397330,139035
7,400134,130213
5,401199,140269
2,395499,139592
5,400196.05,140099.6
5,400130,137796
3,397192,139808
1,399078,136928
1,401745,135773
7,399755,129917
2,395377,137598
3,396878,139879
3,397330,138223
3,398477,137621
5,401764,140635
1,397833,136476
5,401900,141072
3,396490,138470
