DISTRICT,XBLOCK,YBLOCK
6,404705,133118
5,399511,138916
5,401110,139352
7,401601,130970
4,397837,143274
4,397293,141316
4,398407,142052
5,402150,140920
5,401521,136902
1,398185,134605
5,401376,138229
7,400863,132294
6,404167,135943
5,402196,136927
5,402016,141158
4,397424,141730
1,399760,135503
1,399058,137651
6,404614,135894
7,401603,132146
2,392965,139531
,397700.46,136611.23
1,400846,134967
5,398945,138427
5,401840,136678
4,396942,140983
3,398142,138140
6,403845,134012
6,406683,137294
3,397921,138345
2,397115,137977
7,399759,130493
6,405745,137026
2,395858,137094
1,399078,136928
1,400232,135255
2,396108,138387
1,399437.94,136559.1
3,397498,140312
1,400042,137425
3,398099,138551
6,406683,137294
6,406683,137294
3,396250,139796
1,400734,137117
3,397529.58,139979.31
3,397431,138088
2,396917,138058
3,396986,140220
5,401191,137566
5,401560,137150
3,397162,140182
4,397804,140992
2,395250,137117
2,394761,145846
1,399214.79,137753.75
6,405967,137071
1,398098,136808
4,397904,140846
7,402335,132676
3,396326,139306
1,401257,134458
5,401911,140690
2,396523,137847
6,406683,137294
4,398601,145300
7,400366,132181
2,396578,136991
3,398628,138737
5,402399,136856
7,400709,129315
3,397174,140033
6,405927,136976
6,406793,135218
2,396168,137321
5,403702,140114
4,398165,143788
3,398010,138551
1,401897,135000
3,397330,138792
4,398319,141989
3,396747,138305
5,402024,136712
7,401830,130676
6,403522,132921
2,395708,136984
6,405865,135849
6,404625,133562
4,397102,143205
1,399612,137531
2,390546,140878
4,397847,141258
2,397154,137053
4,400597,142957
7,400863,132294
6,402603,133930
7,399037,128205
1,400614,136490
3,397921,137783
3,397529,139979
7,402807,132188
3,397083,140096
6,406139,136306
5,399695,137774
4,401564,142129
7,401978,130800
3,397083,140096
4,398471,142752
5,400594,139371
3,397979,140183
5,400840,139142
4,398392,142453
2,395317,139759
6,404842,133103
2,396217.89,138008.23
5,403023.68,138808.25
5,400840,139142
7,399537,128114
6,405423,134960
2,396170,138470
7,400938,129376
5,403023.68,138808.25
1,400088,137052
3,396919,138714
2,394826,145392
6,405602,135224
3,397330,139246
2,395857,136612
2,396230,137427
1,399078,136928
5,398923,138642
2,394647,145541
5,401687,137584
2,395332,138794
3,397969,140269
5,400839,139564
2,395165,145351
1,397610,137008
4,397596,143198
1,400232,135255
6,405321,133799
4,397007,141967
3,397329,138305
2,395457,137321
5,402150,139744
4,396842,142206
1,398477,137319
2,392890,143179
4,397424,141967
2,392422,142500
5,401977,139093
4,397698,146150
4,397914,143217
6,406810,136900
4,397561,143530
6,405450,137846
6,404097,135820
5,400770,140681
2,396744.98,137186.27
3,397174,140033
3,397609,138792
4,399154,144673
3,397655,139302
5,398695,137577
2,395861,137976
5,399269,138345
6,405964,134419
3,397162,140182
5,400541,139301
2,394622,137482
3,397826,138634
1,401092,136609
6,405419,138290
2,396171,137945
2,393622,144113
1,400638,136400
5,400770,140681
2,396166,136612
2,396231,137578
7,400470,132354
2,396310,138389
5,402091,140800
5,401000,137671
6,403611,134953
2,396547,137583
4,397937,140559
1,401418,134462
5,399489,137775
2,394459,141888
6,406159,134516
1,400437,136105
5,401169,138368
3,396662,138346
2,394303,137773
7,400346,131109
6,405127,136726
3,396524,138141
7,400709,129315
5,400840,139142
6,404426,136093
1,400846,134967
4,397293,141199
1,398186,137185
7,399037,128205
6,406419,134754
4,396289,140499
5,400251,140497
6,404565,133218
5,399080,138386
3,398358,138057
5,399110,138221
4,397103,141112
4,396758,140325
5,400753,139434
7,401646,131075
3,397088,139298
3,396455,139555
1,400436,135043
3,396836,139738
4,398727,142704
2,391611,141438
6,406690,135916
5,401418,136255
4,396525,140299
7,399874,128589
6,406452,135476
2,396385,137809
6,402595,132803
5,403053,140739
3,397174,140033
1,398009,136194
3,395984,138616
5,402162,136606
3,396441,138884
5,400041,138778
1,398010,136809
3,397044,139950
5,400965,138212
1,400232,135255
4,401059,141928
1,400233,136927
3,396715,139701
1,401418,135988
6,406321,136994
3,396986,140220
1,399272,136594
3,397700,138792
3,396385,139037
1,399078,136928
2,396293,138007
7,400857,133183
3,396537,138223
4,399216,144197
2,394449,137479
5,401740,137077
3,397329,138713
1,400435,134906
4,399680,141427
1,400846,134967
2,395765,137231
6,406495,136227
6,402965,132500
2,396046,138387
1,398477,137319
4,396999,140521
1,400088,137184
3,398093,139178
2,396456,137483
5,401305,138586
4,400638,141515
4,400742,141545
3,396686,139736
4,397323,140549
2,395423,138083
6,404097,135250
7,399228,128424
4,399884,141428
2,395594,139617
5,400929,141158
7,399488,129102
1,398185,136610
2,396524,138141
6,406185,135681
3,397746,137450
1,401337,134825
2,395489,139730
2,394072,142224
6,401398,133306
1,397329.19,137185.6
2,395861,137976
3,398358,138519
2,395188,140277
3,398099,137783
1,400042,134765
1,399351,137319
3,397423,139819
6,406189,137202
6,402647,133657
4,397334,145563
6,402855,134087
6,405502,137265
1,399491,134192
6,405689,138192
3,397349,137532
7,400801,129945
3,396525,138634
1,400541,136696
2,392174,138388
3,397519,140084
6,404838,133646
6,404780,137530
2,396217.89,138008.23
1,399995,135773
6,403636,133734
2,393985,137370
6,406683,137294
2,397115,137836
5,403053,140739
2,394064,142757
1,397328,136474
3,397162,140182
1,397497,136718
3,397829,137265
4,399959,142915
3,398144,138633
1,398298,134720
2,394491,137765
5,400643,138931
4,398495,142115
7,401601,130970
3,397001,138972
7,399688,128741
4,399610,140102
2,397115,137977
3,397281,140197
2,392458,141700
5,400121,137998
3,397655,138573
7,400863,132294
2,397171,137408
5,400436,139847
7,399489,129550
3,396231,139315
3,396378,139491
2,397001,137426
2,394036,144819
4,398437,143465
3,396754,139785
1,398891,134661
1,398747,135045
7,399117,128601
7,399759,130493
5,401821,139566
1,398508,136963
7,402819,131754
7,400601,132359
2,392058,141880
1,398098,136808
4,397225,142026
2,395708,136984
1,397430,136664
3,397174,140033
1,398862,134556
5,401618,137619
2,393839,139090
1,401090,135279
3,398099,137450
3,398099,137783
1,399140,134190
1,399489,137478
1,398098,136401
6,404308,136189
1,398185,136610
2,395766,137407
3,397832,137532
1,401668,135475
3,397430,138181
3,396326,139306
7,400134,130213
6,404459,136336
5,401116,139988
5,400840,139142
5,399695,137774
7,399887,129241
4,400531,143344
3,397476,140522
4,397685,141789
7,401663,132707
7,401280,133168
3,396832,138182
3,397328,139157
1,400686,136927
6,404487,135745
3,398131,138694
1,400233,136192
1,398273,134400
7,399831,128349
7,400278,130607
,397700.46,136611.23
7,400907,130743
7,399688,128741
2,396171,137945
4,398646,144374
2,394129,141246
6,405602,135224
2,396830,137253
4,397162,141156
4,397139,140664
3,397174,140033
2,393839,139090
5,401376,138229
3,397162,140182
1,401135,136927
1,400134,135232
1,401418,135070
1,401497,134770
6,405570,134728
1,397497,136718
6,404253,136093
6,406683,137294
1,400384,136927
5,401640,139103
1,400383,134605
7,401637,129905
2,397065,137320
4,397641,141139
1,399078,136928
7,399288,128889
2,396310,138389
5,402071,138561
7,400591,132715
1,397497,136718
5,401521,136902
6,402965,132500
1,397302,136928
3,397162,140182
6,404952,135319
4,398989,144752
7,401280,133168
2,390362,140808
7,401014,132432
6,403859,135396
5,398597,138222
5,398858,138469
5,400840,139142
3,398019,139835
6,406380,136477
3,396326,139306
2,396383,137254
5,400130,137796
6,403685,135308
3,396544,138793
4,397904,140846
6,404459,136336
3,396326,139604
5,400139,137702
1,400541,136543
1,398987,137531
6,404806,136726
6,406722,136027
1,399111,136474
2,390494,140395
6,403307,132653
2,396524,138141
2,391528,141008
2,396217.89,138008.23
7,399297,129653
3,396326,139306
3,397832,137532
4,397551,142344
2,395709,137490
2,395813,138512
5,402238,139566
7,400801,129945
3,398327,140388
1,397919,137069
5,401592,140129
4,398175,143049
4,398356,144936
6,404382,137180
3,396671,139479
1,397700,136611
2,396661,138017
1,400330,135430
1,397430,136664
6,406683,137294
3,397609,138140
6,406683,137294
2,396504,137376
2,396917,137871
7,401930,130945
1,398679,136801
3,397655,138854
4,397628,140648
1,401024,134600
2,393839,143738
5,401480,136535
1,399014.61,137367.56
7,400346,131109
5,401534,139979
6,407217,136760
3,397497,137320
6,403504,136292
6,404688,133377
6,402427,132897
5,401728,138813
2,396504,137376
4,397932,140605
4,397765,143212
2,394622,137482
3,397262,137555
4,398175,145505
1,399078,136928
2,396456,137483
7,401448,130788
5,402116,136325
2,396569,137433
5,399996,138915
2,394449,137479
5,404105,139186
3,396387,138593
2,395251,137269
4,397769,144596
5,402530,136674
1,398977,137051
4,397577,143785
2,396232,138182
2,393211,143119
5,398862,138386
3,397832,138854
3,396577,139238
7,399688,128741
1,397835,136718
1,398943,133997
7,400695,129114
3,396561,139643
5,402157,139463
3,396326,139604
6,402904,132006
5,400873,140633
3,398122,139889
6,404565,133218
1,399352,134192
2,393009,143912
6,405031,136877
2,391897,142828
2,395254.77,137187.53
6,404662,136006
6,405337,136403
1,400278,137522
3,396009,139485
3,398583,139071
5,403014,140800
2,396217.89,138008.23
6,406370,136724
3,396919,138634
2,397101,137254
6,404434,135316
7,399228,128424
2,396217.89,138008.23
5,399823,139565
6,404167,135943
3,398142,138140
5,400544,138310
3,397172,138305
2,397155.47,137185.86
3,396525,138634
1,401135,135000
1,400589,136018
6,402913,134043
1,398186,137185
3,397476,140522
4,396851,146331
1,400930,136609
5,401822,136399
5,400541,139301
5,401349,138488
4,396526,140396
6,402783,134115
6,404296,133162
1,397497,136718
2,393070,142276
5,400435,140443
4,398653,143865
1,398374,135121
4,401334,141741
1,401417,134546
4,399215,143039
6,406673,136234
3,397329,138305
2,394688,137800
5,401310,137764
2,396831.57,137702.42
6,406057,137291
6,407430,136443
5,399877,138386
2,394964.33,140772.69
3,398358,138181
4,398728,139835
5,401131,139751
2,395459,137490
3,397172,138305
6,403949,135293
2,397171,137408
6,405144,136094
5,402024,136712
6,405039,133300
2,394265,138156
2,393192,143238
5,400049.57,139910.4
1,400734,136400
2,397115,137977
7,399819,128990
3,397174,140033
5,398814,138057
6,405735,135420
2,394036,144819
3,397965,138140
7,402527,132058
1,400846,134967
7,400736,129733
7,399075,128889
1,400332,135958
2,397041.7,137184.93
1,398508,136963
1,400437,136855
2,395952,136666
1,400233,137184
1,400135,137565
1,400233,136927
2,395499,139592
2,394548,137621
4,397426,143086
5,400544,138310
2,394449,137479
4,397825,144310
5,401478,136163
2,396217.89,138008.23
5,401250,139123
6,404376,135223
4,398601,145300
1,401973,135587
1,398739,133904
1,399043,134090
3,397431,138975
6,404253,136093
6,404945,133639
3,397174,140033
7,399333,129102
2,397153,136026
1,399029,136400
1,398185,135525
3,397886,139847
6,402967,133465
7,402094,132953
6,404004,135088
6,406976,136061
2,392607,143559
7,399950,130181
1,399351,137184
6,406453,134892
6,404741,134683
2,397171,137408
7,401601,130970
4,399852,143321
3,397700,138792
7,399763,130906
4,400158,143826
1,398683,136542
1,401135,136927
2,396456,137483
5,402152,140253
7,401893,133379
3,398002,139987
2,395423,138083
1,399213,133731
5,401560,137150
7,399453,130191
1,399591,135120
7,401004,131818
7,400211,132550
4,396844,142941
7,399218,129419
2,394828,141072
1,398098,136808
3,397423,139469
6,403748,135528
4,398274,143231
5,400435,140443
5,400246,139229
2,394909,137849
1,399211,133853
2,395460,137710
3,398508,137407
2,393985,137370
2,395766,137407
4,397884,141009
2,392607,143559
7,401280,133168
3,398099,138058
4,397323,140549
7,401004,131818
4,397264,143590
7,400504,129677
3,398408,138411
4,397561,143530
5,401939,140128
1,400846,137116
7,400489,128759
1,401135,135773
4,397265,144246
3,396745,138552
6,405592,138052
5,400654,140233
3,396985,139108
4,398636,142339
5,400770,140681
4,396999,140521
6,406348,135451
7,401721,133117
7,401725,130864
7,400489,128759
4,400824,142853
5,401373,137593
1,400437,136990
7,400980,129823
2,395288,139501
2,396917,137976
6,403132,131966
1,400384,136927
2,394941,145798
3,397700,138792
5,399878,137742
6,406127,135335
4,397837,143274
6,404296,135044
4,396758,140325
4,397804,140992
3,397998,140014
2,390675,140725
5,401451,140120
5,399508,138139
2,394260,143206
7,402327,131859
2,390295,140514
3,397965,138214
2,395188,140277
3,396957.78,139660.27
1,397700,136476
7,401745,133453
7,400691,130446
7,399950,128916
1,398469,134448
7,400134,130213
1,399078,136928
6,405991,137988
6,402796,133416
3,398358,137916
4,397825,144247
5,402470,136577
2,392925,142759
2,393716,140572
6,403811,135594
1,401257,135070
4,399852,143321
1,400331,135588
5,400246,139229
1,398333,135475
5,401701,136862
1,401135,136927
1,401418,134721
5,400908,140085
4,397825,144247
5,400777,140572
6,406683,137294
7,401447,132879
4,399852,143321
5,399695,137774
1,399210.55,134299.54
7,400430,130094
2,393269,143460
1,399886,137052
5,402186,136400
2,395709,137490
7,400807,129876
6,405964,134419
6,405786,134897
7,401184,133139
7,399874,128589
1,401013,136362
7,399688,128741
7,399688,128741
4,398410,142573
7,402520,132578
3,396748,138470
3,397228,138674
2,393264,141057
1,401339,135453
3,397564,138088
1,401581,136154
1,398315,137185
2,392613,137848
1,400365,137184
1,400232,135255
7,400504,129677
5,399695,137774
4,397161,140414
1,400384,136927
1,400637,136696
5,401125,137859
5,401907,140800
2,394784,137339
2,393756,138884
1,401135,136927
2,396168,137321
5,399080,138468
2,396167,136956
5,401728,138813
4,396538,140607
6,405127,136726
2,395892,136464
4,397511,142909
5,400873,140633
3,397532,139201
5,399855,137532
5,400873,140633
6,406512,135976
1,397965,136733
2,395666,137244
3,397700,138792
3,396962,138971
2,394194,137472
6,403686,135484
3,396256,138986
4,397576,143086
5,400857,137467
5,400246,139229
1,400436,135043
2,396310,138470
4,396840,141282
1,397700,136611
2,394829,137194
3,397564,138713
3,398472,137975
7,402554,131862
2,393843,137761
2,395521,137007
2,391896,141880
5,399759,138633
1,398098,136668
4,398517,144246
2,393794,139161
3,396256,138986
1,400734,135441
6,405413,137142
1,399352,134192
7,400792,130558
1,398843,137425
6,405084,135772
7,399297,129653
5,401560,137150
5,401740,139931
5,401940,138721
1,399351,137184
3,397564,138552
1,398315,136884
1,398596,137118
7,400010,132393
3,396385,139037
1,398469,134448
2,393794,139161
5,401822,137493
3,396120,139636
1,400489,136927
2,396107,138086
4,396216,146432
1,398186,137106
7,401803,130825
6,402744,133517
5,402556,139092
5,400046,137753
7,401330,133006
3,397138,139417
3,398009,139049
3,397863,139206
4,397163,142204
3,397768,138713
4,397594,144050
7,399855,131051
3,397068,140306
5,401978,140078
7,400823,132183
4,397902,144596
6,401711,133517
1,399489,137252
4,399586,141799
1,400930,134507
2,396171,137945
5,398597,138057
5,401942,137390
4,397103,143859
5,399215,138427
1,397700,136611
5,401521,136902
1,398273,134400
7,400947,130666
1,400541,136259
2,396233,138264
4,397940,144524
3,397961,139579
1,400541,136696
3,397044,139950
5,400867,140741
3,398443,139110
2,396171,137945
2,395459,137490
6,402965,132500
6,406438,135644
3,397877,137976
5,401626,138513
5,402216,139352
1,398477,137319
6,403343,133032
5,401970,139983
5,400436,139847
6,404541,136535
2,393928,141142
1,401418,135377
2,394553,137415
1,398009,136194
3,397431,138854
6,403816,132079
4,396480,140499
2,394450,137863
4,397162,141258
5,402412,140979
2,394198,137317
2,393839,139090
6,404459,136336
7,399819,128990
4,397986,143279
1,397964,137002
7,402901,131166
5,401604,141012
6,404880,133290
5,400962,137617
5,401191,137566
3,397174,140033
6,404296,133162
2,394461,145332
2,394146,145123
5,401026,137243
4,399812,144114
3,396133,139055
5,401860,139269
5,399081,139270
5,401165,138586
6,405637,137309
6,407348,136629
1,401605,135527
1,399759,135355
3,398218,138732
2,393473,144062
3,397921,138058
2,396746,137976
2,396217.89,138008.23
3,397424,140141
3,397904,139683
5,401701,136862
4,397750,141199
4,397781,145365
2,396547,137583
2,396480,136929
1,398680,134460
5,400511,138028
2,393499,138307
3,397920,137620
3,398122,139889
7,401721,133117
3,397746,137335
6,404531,137018
1,400332,137118
6,402465,133907
3,397324,139395
2,396372,137666
3,397162,140182
5,401119,137128
3,397877,137857
4,396839,140563
3,396124,139435
2,394626,137194
4,399852,143321
2,395521,137007
4,399409,142466
4,397162,140763
6,404459,136336
5,401740,137077
1,400359,135189
4,397766,141080
5,402589,141010
7,401004,131818
7,400042,130256
3,397431,139108
4,400147,143364
4,397161,140414
5,399468,139124
1,398374,135355
1,400436,135043
6,406322,134580
2,396217.89,138008.23
5,403053,140739
5,401662,140084
4,397231,144037
3,396479,139656
7,400040,129240
4,397242,140823
6,406071,136119
2,393039,142375
5,400511,138028
4,397823,141376
3,397174,140033
1,400637,136259
3,397229,138975
7,400183,129542
4,397655,143386
1,398476,134716
6,405492,134418
7,400157,130701
1,398597,137252
1,399491,134192
2,392607,143559
5,401701,136862
6,405952,134938
5,399759,138467
5,401904,137607
7,399904,132543
5,404105,139186
3,397655,139469
1,397921,135525
1,397963,136595
5,402503,139009
1,398009,136194
3,397329,138305
4,398241,142283
3,396455,139555
2,396046,138387
7,399029,129084
5,399695,137774
3,397059,138470
4,397603,142843
4,397603,144181
1,400135,137565
5,400999,139413
2,392360,143449
1,399950,136856
1,397700,136611
3,397583,140256
5,402162,136606
1,401135,136927
3,397921,138427
5,401774,141227
2,397228,138017
7,402172,133482
4,396841,141495
5,401879,141739
7,401280,133168
1,400088,135648
3,397831,137367
3,397330,138469
6,404097,135250
7,402985,131495
6,402423,134032
1,398358,136942
6,402965,132500
7,401280,133168
5,403053,140739
5,400038,137846
2,395483,137977
5,400038,137846
1,399886,136928
5,401978,140078
5,401979,137586
5,401191,137566
5,402071,138561
2,396306,137054
1,400790,136927
3,396418,139305
2,395293,137321
7,403121,131703
7,399228,128424
6,405991,137988
4,397986,143279
7,401712,132801
4,398395,142371
3,398054,137708
3,398449,138139
5,402515,139745
1,398746,137184
7,400276,132404
6,405071,134804
1,399756,137184
4,397633,144615
4,397766,141080
1,400936,134825
2,396831.57,137702.42
6,405964,134419
4,397561,143530
7,400042,130518
1,399213.66,137478.75
1,400686,137051
2,394974,139817
1,400986,135697
1,400042,135959
2,394361,140856
3,396537,138223
7,400093,132457
3,397519,140084
3,397519,140084
1,400790,134825
1,399592,134973
5,402158,138824
1,398532,137185
1,398984,137184
2,397171,137408
5,402333,138743
5,401521,136902
6,406000,136648
2,394194,137472
3,398291,140217
3,397655,139302
6,402965,132500
1,400135,137565
2,392607,143559
7,400216,129491
3,396565,139474
4,396480,140499
1,399078,136928
7,400891,131932
1,398186,137106
2,394449,137479
7,402184,130991
4,397162,141051
5,399823,138345
6,403132,131966
4,397007,141731
3,397324,139395
2,396229,136536
3,396985,139108
4,397804,140992
2,396168,137533
1,398008,136402
1,401347,136871
4,399953,141548
1,397834,136610
5,399877,137708
5,400212,137949
7,401535,131621
2,396387,138674
6,406686,135827
6,402607,133517
2,393716,140572
7,399613,131109
2,395538,136695
5,401373,140170
3,397655,139302
2,396661,138017
6,401605,133515
1,399014.61,137367.56
3,397497.82,138792.81
7,400777,130333
6,405585,135081
7,401637,129905
2,396171,137945
1,399952,134206
6,405075,133571
7,402196,131449
1,400846,134967
3,397162,140182
3,396326,139306
3,396266,139088
2,395279,140077
1,398891,133903
1,400330,135430
5,401999,136598
1,398730,137462
1,399078,136928
1,399351,137184
2,396830,137427
2,394459,141888
1,399996,134826
7,401927,131389
6,404717,136203
7,401745,133453
3,396275,138884
2,397171,137408
1,401601,134717
4,397660,143267
3,397655,139302
1,400436,135043
3,397539,139653
4,398905,143187
2,395597,137710
1,400541,137220
1,400790,135354
3,397746,137450
7,400060,130892
1,397964,137002
2,393473,144062
1,401356,134668
5,399080,138633
2,394449,137479
1,402271,135813
5,400643,138931
3,397655,138222
4,397581,141846
6,404302,137052
2,395499,139592
5,401366,137123
2,395459,137490
4,397034,146953
2,395460,137710
7,399504,130366
1,399823,135836
4,398905,143187
3,397228,138428
3,397229,138854
1,399211,133853
2,395766,137407
1,399214.79,137753.75
1,399213,136892
7,399831,128349
3,396326,139306
1,399489,137252
4,397773,144839
1,399886,136609
6,406185,135681
3,397423,140440
2,396745,137321
5,401165,138586
5,401861,137317
4,397323,140923
7,400157,130701
5,400840,139142
4,400742,141663
3,397904,139683
3,397700,138792
3,397969,140269
7,399688,128741
1,401257,135710
2,390524,139975
1,399981,134606
1,402062,136090
5,402239,137071
7,400914,132646
6,404569,136275
3,396461,139469
6,406010,135238
3,397229,138975
3,398273,138058
5,401852,140950
1,400088,136609
1,397328,137053
1,399078,136928
1,400383,134294
5,401740,137077
3,396524,138141
1,400233,135159
4,397729,140733
2,393428,144161
4,398887,142651
7,401004,131818
3,397162,140182
6,404370,136293
4,397577,143785
1,400041,134352
5,399695,137774
5,400544,138310
5,400212,138058
2,394741,137195
3,397113,139035
3,397083,140096
4,398054,144410
1,397834,136610
2,396697,137769
3,397329,138713
5,399689,137844
5,401480,136535
7,400346,131109
1,399213,137251
6,406292,136777
1,399119,137184
2,397115,137977
5,401770,140526
3,397324,139395
5,398683,137916
1,400541,136990
2,396559,137255
2,392231,142137
4,397561,143530
5,400594,139371
1,398469,134448
1,399887,135275
1,400233,135648
1,401257,134639
1,400365,137184
1,400846,135618
2,395499,139592
5,401783,137594
2,392758,143179
1,397328,136611
7,399965,130859
7,399400,129896
3,397505,138305
6,405252,134987
1,398008,136402
1,398054,136884
3,397564,138975
5,400965,138212
3,398638,138583
2,396310,138389
4,399610,140102
3,397979,140183
7,401471,130766
1,399076,133996
3,397162,140182
1,400134,135836
2,396307,137321
1,401257,134541
4,397025,140710
3,397162,140182
3,397200,139695
2,396523,137847
5,401618,137619
5,401406,137357
7,401043,130465
7,401407,131005
6,404963,135409
6,405354,136927
1,401605,135140
2,395506,136689
5,400331,139898
2,394550,137528
1,398272,136943
4,398082,142737
3,397921,137783
5,399080,138386
3,398099,137299
4,397752,141730
1,401897,135773
3,396385,138935
4,400257,143432
5,400857,137467
6,405640,135455
6,405846,134296
3,397920,137620
7,402071,131148
3,397196,139750
7,400134,130213
6,406394,137363
1,399996,137052
6,405927,137780
5,400965,138212
5,401687,137317
3,398080,139773
6,404167,135943
1,400384,136927
3,398186,137531
2,395965,138725
5,400965,138212
1,397430,137253
2,396578,137120
7,401163,133044
1,397329,137320
5,401727,139196
3,397768,138713
6,403749,135661
3,397330,138223
5,402007,137094
3,398122,139889
7,402049,130741
3,397893,139390
7,402044,130974
5,401821,139328
1,400232,135255
4,397684,146235
4,397823,141376
1,399756,137184
3,398009,139049
2,394935,145886
3,397564,137620
3,397330,139035
1,398764,134508
4,397594,144050
3,396219,139652
6,406626,137138
6,404308,136189
3,398477,137531
5,401740,137690
3,397700,137857
3,397431,138753
1,398640,137185
4,396840,141282
3,397640,140477
5,401445,137508
7,400915,129268
6,405327,135921
1,400589,134987
5,401053,138068
6,405850,136609
6,405082,136006
5,400643,138931
4,398730,142381
3,398144,140137
6,403516,133455
2,396310,138389
6,404376,135223
2,396217.89,138008.23
4,397834,146152
3,396074,139136
7,402068,133380
2,395288,139501
1,397919,137069
5,401996,136793
1,400042,136990
1,398186,137001
2,394198,137317
1,400186,134410
1,400232,135255
1,400436,135043
5,400212,137949
5,401914,140581
2,395499,139592
2,396307,137321
3,397529,139979
5,400840,139142
1,397497,136718
2,394777,137756
4,397162,141051
1,400541,137118
2,395652,137055
2,394274,137434
6,404097,135250
3,396920,138793
1,398476,134192
5,402062,139347
5,399214.79,137753.75
6,406392,136190
5,401640,139103
7,400009,128664
4,400251,140544
5,401560,137150
1,400637,136696
1,399078,136928
2,395652,137055
1,398779,134606
3,397430,137783
1,401180,135402
3,397294,140084
2,396029.6,137186.52
2,396167,136956
1,400846,135070
2,394964.33,140772.69
3,396326,139306
3,397236,139162
4,398437,143827
5,401628,140626
1,400436,135710
2,395005,137471
6,402985,134087
7,399688,128741
3,396635,139697
2,395499,139592
1,398750,136855
3,398477,137531
7,399218,128170
5,399877,137708
6,407040,136008
7,400838,132067
5,402399,136856
2,395188,140277
1,401336,134409
4,397671,142203
4,397037,143028
1,401363,134776
1,398054,137002
6,404978,135951
6,405676,135066
6,404085,137618
2,395824,137490
5,401265,136988
4,397293,141553
6,404088,132502
6,407601,136375
5,401618,137619
4,396902,141324
6,405351,135621
3,397655,139302
4,397804,140992
4,396636,140570
6,402234,133910
1,398640,137052
6,406381,134800
3,397228,138346
3,398196,139192
1,400436,135441
1,400233,136784
5,401560,137150
5,399695,137774
1,401480,135000
5,401026,137243
1,397228,137253
4,400437,142417
2,393039,142375
1,401257,134639
7,400086,130650
4,397327,143973
3,397921,138592
7,402201,131112
4,398157,145289
7,401028,129297
6,406167,134980
3,398269,140322
7,399216,128099
1,401892,135229
7,400130,129095
5,402239,137071
2,395293,137321
3,397921,138592
6,404459,136336
4,397265,144405
5,402172,141762
4,397833,143392
6,402712,134143
5,401376,138229
3,396747,138141
3,398316,137975
7,401606,132657
4,397679,145199
1,400541,134906
3,397063,139725
7,401004,131818
4,398091,140566
5,401356,137260
3,398088,139665
5,399489,137775
2,394339,137719
7,401668,133200
2,395341,139940
7,402201,131112
3,397116,138552
4,397424,141037
5,401262,138170
5,399695,137774
3,396009,139485
4,399673,143621
2,396167,136956
6,405049,136086
6,406322,134580
3,397832,138854
1,401745,135648
3,397115,138140
6,404161.72,135527.04
2,397115,138140
2,392994,140703
5,402152,137048
2,396559,137255
2,395881,138931
1,401014,134725
2,395175,140861
3,397228,138346
2,393453,143798
2,395003,137760
5,401509,139788
3,396919,138634
3,398009,139049
3,398186,137709
2,394778,137665
2,391409,139818
5,398825,139092
1,399121,136672
1,400541,134906
2,392957,142887
1,397497,136718
3,398006,137232
1,401135,134507
6,404085,135978
5,402258,139078
5,401822,137058
1,399210.55,134299.54
3,397917,137450
6,404459,136336
3,397564,138552
3,397863,138792
3,397564,138552
6,405689,135331
2,396999,137119
2,397082,137119
2,396372,137666
6,402965,132500
3,397509,140198
6,403784,135262
2,397115,137709
2,392421,142981
4,397102,142968
1,400541,136990
1,400088,135648
3,397430,138428
3,397431,138975
4,397422,140620
4,399363,144329
3,397430,138552
4,397919,140717
3,398449,138139
1,401138,134783
3,398274,138545
7,399910,131120
6,402965,132500
1,400233,136609
7,401280,133168
6,405023,135003
1,400735,136855
5,398945,138345
4,398087,141272
3,397636,140315
6,406194,136025
3,397965,137709
2,396481.17,137186.37
3,398009,139049
2,393678,143237
3,397474,137932
3,397431,138854
3,397564,138552
7,400287,131139
4,396771,141317
1,398008,136402
1,398640,137052
6,406292,136777
2,395991,138527
4,397373,140476
2,396107,138086
3,397609,137976
3,396518,139335
5,400212,137949
6,406235,134777
1,397496,136885
5,402085,136578
6,406946,135426
7,399400,129896
6,405392,134417
1,399759,136609
3,396925,139772
4,398839,144673
4,396478,140699
2,396105,137427
1,400734,134556
3,398010,138058
5,399446,138633
2,395202,139830
6,407489,136369
6,406453,134892
3,397162,140182
1,400437,136259
5,400594,139371
4,397551,142344
3,397920,137620
3,397430,138552
3,397965,138304
7,399283,129409
5,400594,139371
6,406016,136904
3,398319,139150
5,401770,140526
6,403235,132872
1,398809,134827
4,397823,141376
3,398315,138743
7,400216,129491
2,396386,138511
6,403803,136496
2,395858,136859
2,394550,137528
7,402454,131689
5,402239,139447
1,398532,137052
5,401670,141013
3,396749,138793
3,397122,139623
7,399580,129549
1,398532,137185
1,399593,135955
7,402297,133448
4,399266,142682
7,399117,128601
4,397847,141258
3,397539,140491
7,399218,128170
5,401822,137250
2,395049,137806
5,402196,139269
1,402264.49,135711.44
2,396170,138305
5,402186,136400
6,404370,136293
5,400383,140498
2,393622,144113
3,398006,137232
6,406249,135945
4,397633,144615
1,399886,136928
6,405477,133826
3,397116,138388
7,403121,131703
3,397228,138593
3,397965,137709
3,397832,137532
2,394472,141048
7,399904,132543
7,402223,132166
3,398099,137620
5,401863,137530
2,397223,135154
6,406334,135692
1,398413,137185
2,394449,137479
1,399885,136110
5,399352,137782
3,398099,137299
1,398315,137001
